incident_id,operation_name,operation_color,incident_title,date,date_sort_value,strike_type,confirmed,origin_lat,origin_lng,origin_label,origin_sublabel,target_lat,target_lng,target_label,target_sublabel,summary,assessment,platform_or_unit,munitions_weapons,munitions_quantity,range_km,target_type,target_depth_hardening,military_kia_friendly,military_kia_enemy,civilian_kia,military_wia_friendly,personnel_deployed,aircraft_deployed,naval_vessels,result_outcome,nuclear_setback_assessment,economic_impact,intercepted_munitions,key_intelligence_notes,osint_sources,press_sources,think_tank_sources,tags,badge_colors,is_retaliation,is_covert,is_first_use,disputed,source_type
tw-20250429204003-pakistan-unk,Independent Actions,#546e7a,Reports that both Pakistan and India are deploying military assets closer to border,"Apr 29, 2025",-2.27,strike,TRUE,,,,,30.0,69.0,Pakistan,,Reports that both Pakistan and India are deploying military assets closer to border,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250502140004-damascus-unk,Independent Actions,#546e7a,Reports of Israeli airstrikes on targets near Damascus,"May 2, 2025",-2.08,fighter,FALSE,,,,,33.51,36.29,Damascus,,Reports of Israeli airstrikes on targets near Damascus,,Multi-role Fighter Aircraft,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DAMASCUS;FIGHTER;SY,blue,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250502143002-israel-unk,Independent Actions,#546e7a,Israeli media reports that Turkish fighter jets entered Syrian airspace and sent…,"May 2, 2025",-2.08,fighter,TRUE,,,,,31.5,34.9,Israel,,Israeli media reports that Turkish fighter jets entered Syrian airspace and sent warning signals to Israeli jets,,Multi-role Fighter Aircraft,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,FIGHTER;IL;ISRAEL,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250502144003-israel-unk,Independent Actions,#546e7a,Israeli air force has conducted over 20 strikes across Syrian territory,"May 2, 2025",-2.08,fighter,TRUE,,,,,31.5,34.9,Israel,,Israeli air force has conducted over 20 strikes across Syrian territory,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;IL;ISRAEL,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250504165004-israel-houthi,Houthi / Proxies,#ad1457,Israeli Defense Minister Israel Katz says his country's response to Houthi…,"May 4, 2025",-1.93,missile,TRUE,15.37,44.19,Yemen (Houthi),Sana'a / Hodeidah,31.5,34.9,Israel,,Israeli Defense Minister Israel Katz says his country's response to Houthi missile attack will be 'sevenfold',,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,HOUTHI;HOUTHI-/-PROXIES;IL;ISRAEL;MISSILE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506132004-pakistan-unk,Independent Actions,#546e7a,Pakistan military spokesman says there have been three missile strikes from India…,"May 6, 2025",-1.8,missile,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan military spokesman says there have been three missile strikes from India on targets inside Pakistani territory,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,MISSILE;PAKISTAN;PK,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506133003-pakistan-unk,Independent Actions,#546e7a,Flights diverted as India's military launches strikes against targets inside Pakistan,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,Flights diverted as India's military launches strikes against targets inside Pakistan,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506133003-pakistan-unk-1,Independent Actions,#546e7a,India's military says it has conducted precision strikes at terrorist camps…,"May 6, 2025",-1.8,fighter,TRUE,,,,,30.0,69.0,Pakistan,,India's military says it has conducted precision strikes at terrorist camps inside Pakistani territory,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506133004-pakistan-unk,Independent Actions,#546e7a,India's military confirms it has launched strikes against targets in Pakistani…,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,India's military confirms it has launched strikes against targets in Pakistani territory,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506135005-pakistan-unk,Independent Actions,#546e7a,India says it has targeted nine sites inside Pakistani territory as part of…,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,India says it has targeted nine sites inside Pakistani territory as part of 'Operation Sindoor',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506142003-pakistan-unk,Independent Actions,#546e7a,Pakistan says all targets hit by India's military are civilian sites,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,"Pakistan says all targets hit by India's military are civilian sites, not militant camps.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506142004-pakistan-unk,Independent Actions,#546e7a,Pakistani media reports that the military is initiating retaliatory attacks…,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani media reports that the military is initiating retaliatory attacks against India,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red;amber,TRUE,FALSE,FALSE,FALSE,enriched
tw-20250506142004-pakistan-unk-1,Independent Actions,#546e7a,Pakistani military says that India will receive a 'comprehensive and decisive…,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani military says that India will receive a 'comprehensive and decisive response',,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506142004-pakistan-unk-2,Independent Actions,#546e7a,Pakistan's defense minister says India launched missiles from its own territory,"May 6, 2025",-1.8,missile,TRUE,,,,,30.0,69.0,Pakistan,,"Pakistan's defense minister says India launched missiles from its own territory, did not enter Pakistani airspace.",,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,MISSILE;PAKISTAN;PK,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506142009-pakistan-unk,Independent Actions,#546e7a,Nuclear warheads 🇮🇳 India: 172 🇵🇰 Pakistan: 170 (SIPRI),"May 6, 2025",-1.8,nuclear,TRUE,,,,,30.0,69.0,Pakistan,,Nuclear warheads 🇮🇳 India: 172 🇵🇰 Pakistan: 170 (SIPRI),,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,NUCLEAR;PAKISTAN;PK,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506144004-pakistan-unk,Independent Actions,#546e7a,Pakistan's PM says the military will be responding to Indian strikes,"May 6, 2025",-1.8,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan's PM says the military will be responding to Indian strikes,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506151002-pakistan-unk,Independent Actions,#546e7a,India says it has killed 12 terrorists in strikes in Pakistan,"May 6, 2025",-1.79,strike,TRUE,,,,,30.0,69.0,Pakistan,,India says it has killed 12 terrorists in strikes in Pakistan,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506151003-pakistan-unk,Independent Actions,#546e7a,Pakistani officials and media claim that two Indian military jets have been downed,"May 6, 2025",-1.79,fighter,TRUE,,,,,30.0,69.0,Pakistan,,"Pakistani officials and media claim that two Indian military jets have been downed, although this has not been independently verified.",,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506153003-russia-unk,Independent Actions,#546e7a,Indian officials have spoken to counterparts in the US,"May 6, 2025",-1.79,strike,TRUE,,,,,61.52,105.32,Russia,,"Indian officials have spoken to counterparts in the US, UK, Saudi Arabia, UAE and Russia to brief them on the steps taken by their military.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,RU;RUSSIA;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506162004-pakistan-unk,Independent Actions,#546e7a,Pakistan's defense minister claims that five Indian planes have been shot down…,"May 6, 2025",-1.79,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan's defense minister claims that five Indian planes have been shot down and that several Indian soldiers have been taken prisoner,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506171002-pakistan-unk,Independent Actions,#546e7a,Pakistani military says none of its aircraft have been shot down,"May 6, 2025",-1.79,fighter,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani military says none of its aircraft have been shot down,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506171003-pakistan-unk,Independent Actions,#546e7a,Pakistani military says Indian jets were shot down while they were in Indian airspace,"May 6, 2025",-1.79,fighter,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani military says Indian jets were shot down while they were in Indian airspace,,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506213005-pakistan-unk,Independent Actions,#546e7a,Indian police official says that 10 people were killed in Pakistani shelling on…,"May 6, 2025",-1.78,artillery,TRUE,,,,,30.0,69.0,Pakistan,,Indian police official says that 10 people were killed in Pakistani shelling on Indian Kashmir,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,ARTILLERY;PAKISTAN;PK,brown,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250506213006-pakistan-unk,Independent Actions,#546e7a,Pakistan's defense minister says the military is ready to refrain from further…,"May 6, 2025",-1.78,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan's defense minister says the military is ready to refrain from further action if India halts its operations,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250507014003-pakistan-unk,Independent Actions,#546e7a,"Military armed personnel 🇮🇳 India: 1,400,000 🇵🇰 Pakistan: 660,000","May 7, 2025",-1.76,strike,TRUE,,,,,30.0,69.0,Pakistan,,"Military armed personnel 🇮🇳 India: 1,400,000 🇵🇰 Pakistan: 660,000",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250507021001-pakistan-unk,Independent Actions,#546e7a,Pakistani Prime Minister Shehbaz Sharif's office has announce the military has…,"May 7, 2025",-1.76,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani Prime Minister Shehbaz Sharif's office has announce the military has been formally authorized to respond to India's strikes,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250507141003-pakistan-unk,Independent Actions,#546e7a,CNN reports that a high-ranking French intelligence officer says that 'one Rafale…,"May 7, 2025",-1.73,fighter,TRUE,,,,,30.0,69.0,Pakistan,,"CNN reports that a high-ranking French intelligence officer says that 'one Rafale fighter jet operated by the Indian Air Force was downed by Pakistan', making it the first loss of the aircraft in comb",,Multi-role Fighter Aircraft,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250507195002-pakistan-unk,Independent Actions,#546e7a,Reports of blast heard in Lahore,"May 7, 2025",-1.71,strike,FALSE,,,,,30.0,69.0,Pakistan,,"Reports of blast heard in Lahore, Pakistan, with cause not yet known.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250508022003-pakistan-unk,Independent Actions,#546e7a,Pakistan says its military has shot down drones sent by India,"May 8, 2025",-1.69,drone,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan says its military has shot down drones sent by India,,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,DRONE;PAKISTAN;PK,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509115005-pakistan-unk,Independent Actions,#546e7a,The Telegraph reports that India has 'sent warships with supersonic cruise…,"May 9, 2025",-1.59,naval,TRUE,,,,,30.0,69.0,Pakistan,,The Telegraph reports that India has 'sent warships with supersonic cruise missiles towards Pakistan',,Naval Vessel,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,NAVAL;PAKISTAN;PK,teal,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509135001-pakistan-unk,Independent Actions,#546e7a,Reports of loud blasts near Lahore,"May 9, 2025",-1.59,strike,FALSE,,,,,30.0,69.0,Pakistan,,"Reports of loud blasts near Lahore, Pakistan.",,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250509142003-pakistan-unk,Independent Actions,#546e7a,Pakistan claims that India's military launched six ballistic missiles that landed…,"May 9, 2025",-1.59,missile,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan claims that India's military launched six ballistic missiles that landed within Indian territory,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,MISSILE;PAKISTAN;PK,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509143004-pakistan-unk,Independent Actions,#546e7a,Blasts heard in Rawalpindi,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,"Blasts heard in Rawalpindi, Pakistan.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509145003-pakistan-unk,Independent Actions,#546e7a,Reports that an Indian strike has targeted a Pakistani military base in Rawalpindi,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,Reports that an Indian strike has targeted a Pakistani military base in Rawalpindi,,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509153005-pakistan-unk,Independent Actions,#546e7a,Reports that India's military has targeted three Pakistani air bases,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,Reports that India's military has targeted three Pakistani air bases,,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509165004-pakistan-unk,Independent Actions,#546e7a,Pakistan media reports the military has initiated retaliatory action against India,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan media reports the military has initiated retaliatory action against India,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red;amber,TRUE,FALSE,FALSE,FALSE,enriched
tw-20250509171002-pakistan-unk,Independent Actions,#546e7a,Pakistani military targets sites in Indian cities of Amritsar and Jammu,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani military targets sites in Indian cities of Amritsar and Jammu,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509174003-pakistan-unk,Independent Actions,#546e7a,Pakistani military has targeted several Indian military bases,"May 9, 2025",-1.58,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistani military has targeted several Indian military bases,,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509190004-pakistan-unk,Independent Actions,#546e7a,The New York Times reports Indian officials saying that Pakistan's military…,"May 9, 2025",-1.57,drone,TRUE,,,,,30.0,69.0,Pakistan,,The New York Times reports Indian officials saying that Pakistan's military attempted aerial intrusions in '36 locations with 300 to 400 drones',,UAV / Drone,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DRONE;PAKISTAN;PK,orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509192003-pakistan-unk,Independent Actions,#546e7a,Pakistan claims its military has destroyed an Indian S-400 air defense system,"May 9, 2025",-1.57,missile,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan claims its military has destroyed an Indian S-400 air defense system,,Ballistic / Cruise Missile,,,,Air defense / TEL,,0,0,0,0,,,,,,,,,,,,MISSILE;PAKISTAN;PK;S-400,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509203004-pakistan-unk,Independent Actions,#546e7a,US Secretary of State Rubio has called Pakistan's military chief urging de-escalation,"May 9, 2025",-1.57,strike,TRUE,,,,,30.0,69.0,Pakistan,,US Secretary of State Rubio has called Pakistan's military chief urging de-escalation,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250509224003-pakistan-unk,Independent Actions,#546e7a,Pakistan is deploying additional military assets to the border,"May 9, 2025",-1.56,strike,TRUE,,,,,30.0,69.0,Pakistan,,Pakistan is deploying additional military assets to the border,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,PAKISTAN;PK;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250511230003-ukraine-russia,Russia-Ukraine War,#b71c1c,Ukraine's air force says that Russia launched 108 drones overnight,"May 11, 2025",-1.42,drone,TRUE,50.45,30.52,Ukraine (UAF),Ukrainian Armed Forces,48.38,31.17,Ukraine,,Ukraine's air force says that Russia launched 108 drones overnight,,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,DRONE;RUSSIA;RUSSIA-UKRAINE-WAR;UA;UKRAINE,op;orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250518040003-israel-opswor,Op. Swords of Iron,#7b1fa2,Israeli defense minister says Hamas chief in Gaza,"May 18, 2025",-0.98,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,"Israeli defense minister says Hamas chief in Gaza, Muhammad Sinwar, who succeeded his brother, has likely been killed.",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HAMAS;IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250518221008-israel-opswor,Op. Swords of Iron,#7b1fa2,Reports of Israeli military operation in southern Gaza and internet disruptions…,"May 18, 2025",-0.93,strike,FALSE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Reports of Israeli military operation in southern Gaza and internet disruptions in the area,,,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250519021003-netanya-opswor,Op. Swords of Iron,#7b1fa2,Netanyahu says the military will take control of all of Gaza,"May 19, 2025",-0.91,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.33,34.86,Netanya,,Netanyahu says the military will take control of all of Gaza,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;NETANYA;OP-SWORDS-OF-IRON;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250519133002-israel-unk,Independent Actions,#546e7a,"Leaders of UK, Canada and France threaten 'concrete actions' if 'Israel does not…","May 19, 2025",-0.88,strike,TRUE,,,,,31.5,34.9,Israel,,"Leaders of UK, Canada and France threaten 'concrete actions' if 'Israel does not cease the renewed military offensive and lift its restrictions on humanitarian aid'",,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250520153003-iran-12dayw,12-Day War (IDF),#6a1b9a,CNN reports that Israel is making preparations to strike Iranian nuclear facilities,"May 20, 2025",-0.8,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,CNN reports that Israel is making preparations to strike Iranian nuclear facilities,,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;NUCLEAR,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250521143003-iran-12dayw,12-Day War (IDF),#6a1b9a,Axios reports that Israel is making preparations to 'swiftly' strike Iranian…,"May 21, 2025",-0.74,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,32.0,53.0,Iran,,Axios reports that Israel is making preparations to 'swiftly' strike Iranian nuclear facilities if talks between the US and Iran collapse,,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;NUCLEAR;US,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250601040001-russia-unk,Independent Actions,#546e7a,Reports of several blasts near Russian air base,"Jun 1, 2025",0.03,strike,FALSE,,,,,61.52,105.32,Russia,,Reports of several blasts near Russian air base,,,,,,Military base / C2,,0,0,0,0,,,,,,,,,,,,RU;RUSSIA;STRIKE,red,FALSE,FALSE,FALSE,TRUE,enriched
tw-20250601042003-ukraine-russia,Russia-Ukraine War,#b71c1c,Reports that several Russian strategic bombers are on fire after large Ukrainian…,"Jun 1, 2025",0.04,drone,TRUE,50.45,30.52,Ukraine (UAF),Ukrainian Armed Forces,48.38,31.17,Ukraine,,Reports that several Russian strategic bombers are on fire after large Ukrainian drone attack,,UAV / Drone,,,,Naval facility,,0,0,0,0,,,,,,,,,,,,DRONE;RUSSIA-UKRAINE-WAR;UA;UKRAINE,op;orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250601053002-ukraine-russia,Russia-Ukraine War,#b71c1c,Four Russian airfields housing strategic bombers have been attacked by Ukrainian…,"Jun 1, 2025",0.04,fighter,TRUE,50.45,30.52,Ukraine (UAF),Ukrainian Armed Forces,48.38,31.17,Ukraine,,Four Russian airfields housing strategic bombers have been attacked by Ukrainian military so far,,Multi-role Fighter Aircraft,,,,Airport / Airfield,,0,0,0,0,,,,,,,,,,,,FIGHTER;RUSSIA-UKRAINE-WAR;UA;UKRAINE,op;blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250605025002-pakistan-unk,Independent Actions,#546e7a,Indonesia says that China has offered to sell it J-10 fighter jets,"Jun 5, 2025",0.81,fighter,TRUE,,,,,30.0,69.0,Pakistan,,"Indonesia says that China has offered to sell it J-10 fighter jets, the aircraft that was recently used by Pakistan.",,Multi-role Fighter Aircraft,,,,Military target,,0,0,0,0,,,,,,,,,,,,CHINA;FIGHTER;PAKISTAN;PK,blue,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250605130004-lebanon-opnort,Op. Northern Arrows,#7b1fa2,Israel's military conducts strikes on Hezbollah targets in Lebanon,"Jun 5, 2025",0.89,strike,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,33.9,35.5,Lebanon,,Israel's military conducts strikes on Hezbollah targets in Lebanon,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,HEZBOLLAH;ISRAEL;LB;LEBANON;OP-NORTHERN-ARROWS;STRIKE,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250605134004-israel-12dayw,12-Day War (IDF),#6a1b9a,Axios reports Israel has assured the White House that there will not be a strike…,"Jun 5, 2025",0.89,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,Axios reports Israel has assured the White House that there will not be a strike on Iran's nuclear facilities unless Trump signals talks have failed,,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250608172004-russia-russia,Russia-Ukraine War,#b71c1c,Russia launches ballistic missiles towards Kyiv,"Jun 8, 2025",1.51,missile,TRUE,55.75,37.62,Russia (MoD),Russian Armed Forces,61.52,105.32,Russia,,Russia launches ballistic missiles towards Kyiv,,Ballistic / Cruise Missile,,,,Area / Infrastructure,,0,0,0,0,,,,,,,,,,,,MISSILE;RU;RUSSIA;RUSSIA-UKRAINE-WAR,op;red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250609020003-ukraine-russia,Russia-Ukraine War,#b71c1c,Ukraine says that Russia launched 479 drones last night,"Jun 9, 2025",1.58,drone,TRUE,50.45,30.52,Ukraine (UAF),Ukrainian Armed Forces,48.38,31.17,Ukraine,,"Ukraine says that Russia launched 479 drones last night, marking the biggest drone attack of the war so far.",,UAV / Drone,,,,Drone / UAV,,0,0,0,0,,,,,,,,,,,,DRONE;RUSSIA;RUSSIA-UKRAINE-WAR;UA;UKRAINE,op;orange,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250609220005-israel-unk,Independent Actions,#546e7a,Israel is conducting strikes in Yemen,"Jun 9, 2025",1.74,strike,TRUE,,,,,31.5,34.9,Israel,,Israel is conducting strikes in Yemen,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IL;ISRAEL;STRIKE,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250611150003-iran-unk,Independent Actions,#546e7a,The US has ordered all embassies within strike range of Iran to convene emergency…,"Jun 11, 2025",2.08,strike,TRUE,,,,,32.0,53.0,Iran,,The US has ordered all embassies within strike range of Iran to convene emergency action meetings and decide measures they are taking to mitigate risks,,,,,,Military target,,0,0,0,0,,,,,,,,,,,,IR;IRAN;STRIKE;US,red,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250611150003-iran-unk-1,Independent Actions,#546e7a,US Senator Tom Cotton says that the Pentagon believes Iran is 'actively working…,"Jun 11, 2025",2.08,nuclear,TRUE,,,,,32.0,53.0,Iran,,US Senator Tom Cotton says that the Pentagon believes Iran is 'actively working towards a nuclear weapon',,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,IR;IRAN;NUCLEAR;US,gold,FALSE,FALSE,FALSE,FALSE,enriched
tw-20250611152004-israel-12dayw,12-Day War (IDF),#6a1b9a,The Washington Post reports that US intelligence officials have grown…,"Jun 11, 2025",2.08,nuclear,TRUE,31.9,34.8,Israel (IAF),Israeli Air Force bases,31.5,34.9,Israel,,The Washington Post reports that US intelligence officials have grown 'increasingly concerned that Israel may choose to strike Iran’s nuclear facilities without the consent of the United States',,Strike Aircraft / Cruise Missile,,,,Nuclear facility,,0,0,0,0,,,,,,,,,,,,12-DAY-WAR-(IDF);IL;ISRAEL;NUCLEAR;US,op;gold,FALSE,FALSE,FALSE,FALSE,enriched
