source_id,name,aliases,category,kind,domain,handle,feed_url,query,perspective,source_country,scope,status,added_by,added_at,corrected_from,last_ok_at,last_items,notes
yt-northrop-grumman,Northrop Grumman,Northrop Grumman (YouTube),"YouTube: War, Defense & Intelligence;YouTube: Space, Aviation & Transport",youtube,youtube.com,northropgrummanmedia,https://www.youtube.com/feeds/videos.xml?channel_id=UCiTTe3mBodoZVGVhQDpEFjg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Northrop Grumman' (channel_id=UCiTTe3mBodoZVGVhQDpEFjg)
yt-not-what-you-think,Not What You Think,Not What You Think (YouTube),"YouTube: War, Defense & Intelligence",youtube,youtube.com,NotWhatYouThink,https://www.youtube.com/feeds/videos.xml?channel_id=UC4pNDofN0Xh-z2bhh62g8Ow,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,4,confirmed as 'Not What You Think' (channel_id=UC4pNDofN0Xh-z2bhh62g8Ow)
yt-perun,Perun,Perun (YouTube),"YouTube: War, Defense & Intelligence",youtube,youtube.com,Perun,https://www.youtube.com/feeds/videos.xml?channel_id=UCDFRHPWEeN0jhJzn-69a8tw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Perun' (channel_id=UCDFRHPWEeN0jhJzn-69a8tw)
yt-ryan-mcbeth,Ryan McBeth,Ryan McBeth (YouTube),"YouTube: War, Defense & Intelligence",youtube,youtube.com,RyanMcBethProgramming,https://www.youtube.com/feeds/videos.xml?channel_id=UC8URMa1fI4rlaLc-Lhev2fQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,6,confirmed as 'Ryan McBeth' (channel_id=UC8URMa1fI4rlaLc-Lhev2fQ)
yt-sam-eckholm,Sam Eckholm,Sam Eckholm (YouTube),"YouTube: War, Defense & Intelligence;YouTube: Space, Aviation & Transport",youtube,youtube.com,SamEckholm,https://www.youtube.com/feeds/videos.xml?channel_id=UCs7ywDt1v4zHhn7sfCao-lQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Sam Eckholm' (channel_id=UCs7ywDt1v4zHhn7sfCao-lQ)
yt-the-intel-report,The Intel Report,The Intel Report (YouTube),"YouTube: War, Defense & Intelligence;YouTube: Military History",youtube,youtube.com,TheIntelReport,https://www.youtube.com/feeds/videos.xml?channel_id=UC7Ay_bxnYWSS9ZDPpqAE1RQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'The Intel Report' (channel_id=UC7Ay_bxnYWSS9ZDPpqAE1RQ)
yt-warfronts,WarFronts,WarFronts (YouTube),"YouTube: War, Defense & Intelligence",youtube,youtube.com,WarFronts,https://www.youtube.com/feeds/videos.xml?channel_id=UCIiGa_w58FXLAZX99Go70oQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'warfronts' (channel_id=UCIiGa_w58FXLAZX99Go70oQ)
yt-bellum-et-historia,Bellum et Historia,Bellum et Historia (YouTube),YouTube: Military History,youtube,youtube.com,BellumetHistoria,https://www.youtube.com/feeds/videos.xml?channel_id=UCWdBMCpE1lFLU8Ed-Z6k8mg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Bellum et historia' (channel_id=UCWdBMCpE1lFLU8Ed-Z6k8mg)
yt-eastory,Eastory,Eastory (YouTube),YouTube: Military History;YouTube: History & Archaeology,youtube,youtube.com,Eastory,https://www.youtube.com/feeds/videos.xml?channel_id=UCElybFZ60Hk1NSjgCf7I2sg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Eastory' (channel_id=UCElybFZ60Hk1NSjgCf7I2sg)
yt-kings-and-generals,Kings and Generals,Kings and Generals (YouTube),YouTube: Military History;YouTube: History & Archaeology,youtube,youtube.com,KingsandGenerals,https://www.youtube.com/feeds/videos.xml?channel_id=UCMmaBzfCCwZ2KqaBJjkj0fw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,5,confirmed as 'Kings and Generals' (channel_id=UCMmaBzfCCwZ2KqaBJjkj0fw)
yt-montemayor,Montemayor,Montemayor (YouTube),YouTube: Military History,youtube,youtube.com,MontemayorChannel,https://www.youtube.com/feeds/videos.xml?channel_id=UCX7katl3DVmch4D7LSvqbVQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Montemayor' (channel_id=UCX7katl3DVmch4D7LSvqbVQ)
yt-the-operations-room,The Operations Room,The Operations Room (YouTube),YouTube: Military History,youtube,youtube.com,TheOperationsRoom,https://www.youtube.com/feeds/videos.xml?channel_id=UCnZJt7yQw5IztVwe-Dscd-Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'The Operations Room' (channel_id=UCnZJt7yQw5IztVwe-Dscd-Q)
yt-world-war-two,World War Two,World War Two (YouTube),YouTube: Military History;YouTube: History & Archaeology,youtube,youtube.com,WorldWarTwo,https://www.youtube.com/feeds/videos.xml?channel_id=UCP1AejCL4DA7jYkZAELRhHQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'World War Two' (channel_id=UCP1AejCL4DA7jYkZAELRhHQ)
yt-geo-history,Geo History,Geo History (YouTube),YouTube: Military History;YouTube: History & Archaeology;YouTube: Geography & Cities,youtube,youtube.com,GeoHistory,https://www.youtube.com/feeds/videos.xml?channel_id=UC2Cl2g2xFTZoAEldxYVzQFg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Geo History' (channel_id=UC2Cl2g2xFTZoAEldxYVzQFg)
yt-epic-history,Epic History,Epic History (YouTube),YouTube: Military History;YouTube: History & Archaeology,youtube,youtube.com,EpicHistoryTV,https://www.youtube.com/feeds/videos.xml?channel_id=UCvPXiKxH-eH9xq-80vpgmKQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Epic History' (channel_id=UCvPXiKxH-eH9xq-80vpgmKQ)
yt-andrew-lantz,Andrew Lantz,Andrew Lantz (YouTube),YouTube: History & Archaeology,youtube,youtube.com,AndrewLantz,https://www.youtube.com/feeds/videos.xml?channel_id=UCkXQlwElf8_xmymA0llxDGw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Andrew Lantz' (channel_id=UCkXQlwElf8_xmymA0llxDGw)
yt-curious-archive,Curious Archive,Curious Archive (YouTube),YouTube: History & Archaeology,youtube,youtube.com,CuriousArchive,https://www.youtube.com/feeds/videos.xml?channel_id=UCweDKPSF65wRw5VHFUJYiow,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Curious Archive' (channel_id=UCweDKPSF65wRw5VHFUJYiow)
yt-history-documentary,History Documentary,History Documentary (YouTube),YouTube: History & Archaeology,youtube,youtube.com,HistoryDocumentary,https://www.youtube.com/feeds/videos.xml?channel_id=UC9-LkaGmFDZUKi9_gNAKeCQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'History Documentary' (channel_id=UC9-LkaGmFDZUKi9_gNAKeCQ)
yt-history-scope,History Scope,History Scope (YouTube),YouTube: History & Archaeology,youtube,youtube.com,HistoryScope,https://www.youtube.com/feeds/videos.xml?channel_id=UCYb6v1AlX6prKl83DswM5iw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'History Scope' (channel_id=UCYb6v1AlX6prKl83DswM5iw)
yt-knowledgia,Knowledgia,Knowledgia (YouTube),YouTube: History & Archaeology,youtube,youtube.com,Knowledgia,https://www.youtube.com/feeds/videos.xml?channel_id=UCuCuEKq1xuRA0dFQj1qg9-Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Knowledgia' (channel_id=UCuCuEKq1xuRA0dFQj1qg9-Q)
yt-madmam,Madmam,Madmam (YouTube),YouTube: History & Archaeology,youtube,youtube.com,Madmam,https://www.youtube.com/feeds/videos.xml?channel_id=UC0kOnEl8GwBrFxK1lEsHTuw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'MadMam' (channel_id=UC0kOnEl8GwBrFxK1lEsHTuw)
yt-miniminuteman,Miniminuteman,Miniminuteman (YouTube),YouTube: History & Archaeology,youtube,youtube.com,miniminuteman773,https://www.youtube.com/feeds/videos.xml?channel_id=UC-SrCCzkGq0wmSAuRs7EBFg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Miniminuteman' (channel_id=UC-SrCCzkGq0wmSAuRs7EBFg)
yt-oversimplified,OverSimplified,OverSimplified (YouTube),YouTube: History & Archaeology,youtube,youtube.com,OverSimplified,https://www.youtube.com/feeds/videos.xml?channel_id=UCNIuvl7V8zACPpTmmNIqP2A,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'OverSimplified' (channel_id=UCNIuvl7V8zACPpTmmNIqP2A)
yt-see-u-in-history-mythology,See U in History / Mythology,See U in History / Mythology (YouTube),YouTube: History & Archaeology,youtube,youtube.com,SeeUinHistory,https://www.youtube.com/feeds/videos.xml?channel_id=UC9u3UqkoikJ9Nr8t4wvyNRQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,5,confirmed as 'See U in History / Mythology' (channel_id=UC9u3UqkoikJ9Nr8t4wvyNRQ)
yt-smithsonian-channel,Smithsonian Channel,Smithsonian Channel (YouTube),YouTube: History & Archaeology;YouTube: Science;YouTube: Nature & Climate,youtube,youtube.com,SmithsonianChannel,https://www.youtube.com/feeds/videos.xml?channel_id=UCWqPRUsJlZaDp-PVbqEch9g,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Smithsonian Channel' (channel_id=UCWqPRUsJlZaDp-PVbqEch9g)
yt-stakuyi,stakuyi,stakuyi (YouTube),YouTube: History & Archaeology,youtube,youtube.com,stakuyi,https://www.youtube.com/feeds/videos.xml?channel_id=UCG70W3nzRJ2ILbL8orxkBJQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'stakuyi' (channel_id=UCG70W3nzRJ2ILbL8orxkBJQ)
yt-today-i-learned-science,Today I Learned Science,Today I Learned Science (YouTube),"YouTube: History & Archaeology;YouTube: Science;YouTube: Chemistry, Biology & Medicine",youtube,youtube.com,TodayILearnedScience,https://www.youtube.com/feeds/videos.xml?channel_id=UCG9dpvZGXwH3juUUHykvR-Q,,video,,video,unverified,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,Channel id unresolved — run pull_youtube.py --resolve-channels
yt-top5s,Top5s,Top5s (YouTube),YouTube: History & Archaeology,youtube,youtube.com,Top5s,https://www.youtube.com/feeds/videos.xml?channel_id=UCX51Dixddr5HuwLVBH9ykeQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Top5s' (channel_id=UCX51Dixddr5HuwLVBH9ykeQ)
yt-geography-by-geoff,Geography By Geoff,Geography By Geoff (YouTube),YouTube: Geography & Cities,youtube,youtube.com,GeographyByGeoff,https://www.youtube.com/feeds/videos.xml?channel_id=UC7-Z34pbJ0ZAOJRmUCEz0Cg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Geography By Geoff' (channel_id=UC7-Z34pbJ0ZAOJRmUCEz0Cg)
yt-geography-now,Geography Now,Geography Now (YouTube),YouTube: Geography & Cities,youtube,youtube.com,GeographyNow,https://www.youtube.com/feeds/videos.xml?channel_id=UCmmPgObSUPw1HL2lq6H4ffA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,confirmed as 'Geography Now' (channel_id=UCmmPgObSUPw1HL2lq6H4ffA)
yt-extremities,Extremities,Extremities (YouTube),YouTube: Geography & Cities,youtube,youtube.com,Extremities,https://www.youtube.com/feeds/videos.xml?channel_id=UCTWKe1zATFV6d0o6oLS9sgw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Extremities' (channel_id=UCTWKe1zATFV6d0o6oLS9sgw)
yt-cityburg,Cityburg,Cityburg (YouTube),YouTube: Geography & Cities,youtube,youtube.com,Cityburg,https://www.youtube.com/feeds/videos.xml?channel_id=UCyVdq1Wo3m2tRtrHXBY966w,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,confirmed as 'Cityburg' (channel_id=UCyVdq1Wo3m2tRtrHXBY966w)
yt-great-big-story,Great Big Story,Great Big Story (YouTube),YouTube: Geography & Cities;YouTube: Explainers & Philosophy,youtube,youtube.com,greatbigstory,https://www.youtube.com/feeds/videos.xml?channel_id=UCajXeitgFL-rb5-gXI-aG8Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Great Big Story' (channel_id=UCajXeitgFL-rb5-gXI-aG8Q)
yt-half-as-interesting,Half as Interesting,Half as Interesting (YouTube),YouTube: Geography & Cities;YouTube: Explainers & Philosophy,youtube,youtube.com,halfasinteresting,https://www.youtube.com/feeds/videos.xml?channel_id=UCuCkxoKLYO_EQ2GeFtbM_bw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Half as Interesting' (channel_id=UCuCkxoKLYO_EQ2GeFtbM_bw)
yt-crashcourse,CrashCourse,CrashCourse (YouTube),YouTube: Science;YouTube: Explainers & Philosophy,youtube,youtube.com,CrashCourse,https://www.youtube.com/feeds/videos.xml?channel_id=UCX6b17PVsYBQ0ip5gyeme-Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'CrashCourse' (channel_id=UCX6b17PVsYBQ0ip5gyeme-Q)
yt-howtown,Howtown,Howtown (YouTube),YouTube: Science,youtube,youtube.com,Howtown,https://www.youtube.com/feeds/videos.xml?channel_id=UCGudGqToOw9hWGR88W9Jutg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Howtown' (channel_id=UCGudGqToOw9hWGR88W9Jutg)
yt-insider-science,Insider Science,Insider Science (YouTube),YouTube: Science,youtube,youtube.com,InsiderScience,https://www.youtube.com/feeds/videos.xml?channel_id=UC9uD-W5zQHQuAVT2GdcLCvg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Insider Science' (channel_id=UC9uD-W5zQHQuAVT2GdcLCvg)
yt-kurzgesagt-in-a-nutshell,Kurzgesagt – In a Nutshell,Kurzgesagt – In a Nutshell (YouTube),YouTube: Science,youtube,youtube.com,kurzgesagt,https://www.youtube.com/feeds/videos.xml?channel_id=UCsXVk37bltHxD1rDPwtNM8Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Kurzgesagt – In a Nutshell' (channel_id=UCsXVk37bltHxD1rDPwtNM8Q)
yt-mit-opencourseware,MIT OpenCourseWare,MIT OpenCourseWare (YouTube),YouTube: Science,youtube,youtube.com,mitocw,https://www.youtube.com/feeds/videos.xml?channel_id=UCEBb1b_L6zDS3xTUrIALZOw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'MIT OpenCourseWare' (channel_id=UCEBb1b_L6zDS3xTUrIALZOw)
yt-nobel-prize,Nobel Prize,Nobel Prize (YouTube),YouTube: Science,youtube,youtube.com,thenobelprize,https://www.youtube.com/feeds/videos.xml?channel_id=UC-V6odR7HzLCuqjYeowPjLA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,confirmed as 'Nobel Prize' (channel_id=UC-V6odR7HzLCuqjYeowPjLA)
yt-pbs-terra,PBS Terra,PBS Terra (YouTube),"YouTube: Science;YouTube: Chemistry, Biology & Medicine;YouTube: Nature & Climate",youtube,youtube.com,PBSTerra,https://www.youtube.com/feeds/videos.xml?channel_id=UCpxYSWgxVt3Pyn1ovXsGQ0g,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'PBS Terra' (channel_id=UCpxYSWgxVt3Pyn1ovXsGQ0g)
yt-professor-dave-explains,Professor Dave Explains,Professor Dave Explains (YouTube),"YouTube: Science;YouTube: Physics & Astronomy;YouTube: Chemistry, Biology & Medicine",youtube,youtube.com,ProfessorDaveExplains,https://www.youtube.com/feeds/videos.xml?channel_id=UC0cd_-e49hZpWLH3UIwoWRA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,3,confirmed as 'Professor Dave Explains' (channel_id=UC0cd_-e49hZpWLH3UIwoWRA)
yt-quanta-magazine,Quanta Magazine,Quanta Magazine (YouTube),YouTube: Science;YouTube: Physics & Astronomy;YouTube: Mathematics & CS Theory,youtube,youtube.com,QuantaScienceChannel,https://www.youtube.com/feeds/videos.xml?channel_id=UCTpmmkp1E4nmZqWPS-dl5bg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Quanta Magazine' (channel_id=UCTpmmkp1E4nmZqWPS-dl5bg)
yt-scientific-american,Scientific American,Scientific American (YouTube),"YouTube: Science;YouTube: Chemistry, Biology & Medicine;YouTube: Nature & Climate",youtube,youtube.com,SciAmerican,https://www.youtube.com/feeds/videos.xml?channel_id=UC_xYMXx_-mAzheKyEtwtCAQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,6,confirmed as 'Scientific American' (channel_id=UC_xYMXx_-mAzheKyEtwtCAQ)
yt-seeker,Seeker,Seeker (YouTube),"YouTube: Science;YouTube: Chemistry, Biology & Medicine;YouTube: Nature & Climate",youtube,youtube.com,Seeker,https://www.youtube.com/feeds/videos.xml?channel_id=UCzWQYUVCpZqtN93H8RR44Qw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Seeker' (channel_id=UCzWQYUVCpZqtN93H8RR44Qw)
yt-ted-ed,TED-Ed,TED-Ed (YouTube),YouTube: Science;YouTube: Explainers & Philosophy,youtube,youtube.com,TEDEd,https://www.youtube.com/feeds/videos.xml?channel_id=UCsooa4yRKGN_zEE8iknghZA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'TED-Ed' (channel_id=UCsooa4yRKGN_zEE8iknghZA)
yt-verge-science,Verge Science,Verge Science (YouTube),YouTube: Science;YouTube: Nature & Climate,youtube,youtube.com,VergeScience,https://www.youtube.com/feeds/videos.xml?channel_id=UCtxJFU9DgUhfr2J2bveCHkQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Verge Science' (channel_id=UCtxJFU9DgUhfr2J2bveCHkQ)
yt-veritasium,Veritasium,Veritasium (YouTube),YouTube: Science;YouTube: Physics & Astronomy,youtube,youtube.com,Veritasium,https://www.youtube.com/feeds/videos.xml?channel_id=UCHnyfMqiRRG1u-2MsSQLbXA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Veritasium' (channel_id=UCHnyfMqiRRG1u-2MsSQLbXA)
yt-vsauce,Vsauce,Vsauce (YouTube),YouTube: Science,youtube,youtube.com,Vsauce,https://www.youtube.com/feeds/videos.xml?channel_id=UC6nSFpj9HTCZ5t-N3Rm3-HA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Vsauce' (channel_id=UC6nSFpj9HTCZ5t-N3Rm3-HA)
yt-3blue1brown,3Blue1Brown,3Blue1Brown (YouTube),YouTube: Physics & Astronomy;YouTube: Mathematics & CS Theory,youtube,youtube.com,3Blue1Brown,https://www.youtube.com/feeds/videos.xml?channel_id=UCYO_jab_esuFRV4b17AJtAw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as '3Blue1Brown' (channel_id=UCYO_jab_esuFRV4b17AJtAw)
yt-dr-ben-miles,Dr Ben Miles,Dr Ben Miles (YouTube),YouTube: Physics & Astronomy,youtube,youtube.com,DrBenMiles,https://www.youtube.com/feeds/videos.xml?channel_id=UCUeZBocfxALSUdOgNJB5ySA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Dr Ben Miles' (channel_id=UCUeZBocfxALSUdOgNJB5ySA)
yt-epic-spaceman,Epic Spaceman,Epic Spaceman (YouTube),"YouTube: Physics & Astronomy;YouTube: Space, Aviation & Transport",youtube,youtube.com,EpicSpaceman,https://www.youtube.com/feeds/videos.xml?channel_id=UClYDoTmBdnafBCHhnUCqvtw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Epic Spaceman' (channel_id=UClYDoTmBdnafBCHhnUCqvtw)
yt-isaac-arthur,Isaac Arthur,Isaac Arthur (YouTube),"YouTube: Physics & Astronomy;YouTube: Space, Aviation & Transport",youtube,youtube.com,isaacarthurSFIA,https://www.youtube.com/feeds/videos.xml?channel_id=UCZFipeZtQM5CKUjx6grh54g,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'Isaac Arthur' (channel_id=UCZFipeZtQM5CKUjx6grh54g)
yt-mathemaniac,Mathemaniac,Mathemaniac (YouTube),YouTube: Physics & Astronomy;YouTube: Mathematics & CS Theory,youtube,youtube.com,Mathemaniac,https://www.youtube.com/feeds/videos.xml?channel_id=UCrlZs71h3mTR45FgQNINfrg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Mathemaniac' (channel_id=UCrlZs71h3mTR45FgQNINfrg)
yt-minutephysics,minutephysics,minutephysics (YouTube),YouTube: Physics & Astronomy,youtube,youtube.com,minutephysics,https://www.youtube.com/feeds/videos.xml?channel_id=UCUHW94eEFW7hkUMVaZz4eDg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,1,confirmed as 'minutephysics' (channel_id=UCUHW94eEFW7hkUMVaZz4eDg)
yt-scienceclic-english,ScienceClic English,ScienceClic English (YouTube),YouTube: Physics & Astronomy,youtube,youtube.com,ScienceClicEN,https://www.youtube.com/feeds/videos.xml?channel_id=UCWvq4kcdNI1r1jZKFw9TiUA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'ScienceClic English' (channel_id=UCWvq4kcdNI1r1jZKFw9TiUA)
yt-the-action-lab,The Action Lab,The Action Lab (YouTube),YouTube: Physics & Astronomy,youtube,youtube.com,TheActionLab,https://www.youtube.com/feeds/videos.xml?channel_id=UC1VLQPn9cYSqx8plbk9RxxQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'The Action Lab' (channel_id=UC1VLQPn9cYSqx8plbk9RxxQ)
yt-tibees,Tibees,Tibees (YouTube),YouTube: Physics & Astronomy;YouTube: Mathematics & CS Theory,youtube,youtube.com,Tibees,https://www.youtube.com/feeds/videos.xml?channel_id=UC52kszkc08-acFOuogFl5jw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,2,confirmed as 'Tibees' (channel_id=UC52kszkc08-acFOuogFl5jw)
yt-welch-labs,Welch Labs,Welch Labs (YouTube),YouTube: Physics & Astronomy;YouTube: AI & Machine Learning,youtube,youtube.com,WelchLabsVideo,https://www.youtube.com/feeds/videos.xml?channel_id=UConVfxXodg78Tzh5nNu85Ew,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Welch Labs' (channel_id=UConVfxXodg78Tzh5nNu85Ew)
yt-quantum-sense,Quantum Sense,Quantum Sense (YouTube),YouTube: Physics & Astronomy;YouTube: Mathematics & CS Theory,youtube,youtube.com,quantumsense,https://www.youtube.com/feeds/videos.xml?channel_id=UCOT1yB7K3XeWk0vqSkKIAmA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'QuantumSense' (channel_id=UCOT1yB7K3XeWk0vqSkKIAmA)
yt-2swap,2swap,2swap (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,2swap,https://www.youtube.com/feeds/videos.xml?channel_id=UCtYPP0RJv7NFhBED5b6GErQ,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as '2SWAP' (channel_id=UCtYPP0RJv7NFhBED5b6GErQ)
yt-absolutely-uniformly-confused,Absolutely Uniformly Confused,Absolutely Uniformly Confused (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,absolutelyuniformlyconfuse4176,https://www.youtube.com/feeds/videos.xml?channel_id=UCTKNQYAf_zr1cdQPwX62WXw,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Absolutely Uniformly Confused' (channel_id=UCTKNQYAf_zr1cdQPwX62WXw)
yt-aleph-0,Aleph 0,Aleph 0 (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,Aleph0,https://www.youtube.com/feeds/videos.xml?channel_id=UCzBjutX2PmitNF4avysL-vg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Aleph 0' (channel_id=UCzBjutX2PmitNF4avysL-vg)
yt-algorithmic-simplicity,Algorithmic Simplicity,Algorithmic Simplicity (YouTube),YouTube: Mathematics & CS Theory;YouTube: Computer Science & Computing,youtube,youtube.com,algorithmicsimplicity,https://www.youtube.com/feeds/videos.xml?channel_id=UC3sH8ShnMyB5MxavG1DaklA,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Algorithmic Simplicity' (channel_id=UC3sH8ShnMyB5MxavG1DaklA)
yt-chalk-talk,Chalk Talk,Chalk Talk (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,ChalkTalk,https://www.youtube.com/feeds/videos.xml?channel_id=UC3vOyNCOpqf4LmQPYyBxTCg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'ChalkTalk' (channel_id=UC3vOyNCOpqf4LmQPYyBxTCg)
yt-epsilondelta,EpsilonDelta,EpsilonDelta (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,EpsilonDelta,https://www.youtube.com/feeds/videos.xml?channel_id=UCNG4vz3BYYYQNJ_luLu6axg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'epsiloNdelTa' (channel_id=UCNG4vz3BYYYQNJ_luLu6axg)
yt-nemean,Nemean,Nemean (YouTube),YouTube: Mathematics & CS Theory,youtube,youtube.com,Nemean,https://www.youtube.com/feeds/videos.xml?channel_id=UCtJPeNYnAXhB1-_h8xbIX_Q,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Nemean' (channel_id=UCtJPeNYnAXhB1-_h8xbIX_Q)
yt-polylog,Polylog,Polylog (YouTube),YouTube: Mathematics & CS Theory;YouTube: Computer Science & Computing,youtube,youtube.com,PolylogCS,https://www.youtube.com/feeds/videos.xml?channel_id=UCQBQeWDycPczq1zril7hHHg,,video,,video,active,seed-youtube,2026-07-28,,2026-08-21T17:57:41Z,0,confirmed as 'Polylog' (channel_id=UCQBQeWDycPczq1zril7hHHg)
