"story_id","url","verdict","reason","headline","reviewed_at"
"st-20260724-china-hits-back-at-japan-over-taiwan-question-an","https://www.youtube.com/watch?v=_pTV3RXd1k0","drop","Subject is Chinese AI industrial strategy (Moonshot AI/Kimi K3), not the Taiwan Strait/South China Sea dispute","China's Moonshot AI’s Kimi K3 and Open AI Strategy: A Conversation with Ngor Luong","2026-07-30T15:01:31Z"
"st-20260722-indian-politics","https://www.youtube.com/watch?v=GAbo1ogrtEY","drop","Cultural/historical comparison of India and Pakistan, not Indian domestic politics (Modi/BJP/Congress/Lok Sabha)","Are India and Pakistan Actually the Same?","2026-07-30T15:01:31Z"
"st-20260511-ukraine-corruption","https://www.youtube.com/watch?v=FJ8C-HW55cs","drop","Video is about Russian military hazing/survival odds, not Ukraine's NABU/Yermak corruption case","Inside the Russian Military: Hazing, Corruption and a Mobilized Soldier's Path to the Ukraine Front","2026-07-31T15:27:52Z"
"st-20260724-china-hits-back-at-japan-over-taiwan-question-an","https://www.youtube.com/watch?v=g5t9VfyLZyk","keep","CSIS testimony on China's shipbuilding dominance is a direct US-China strategic competition piece relevant to Taiwan contingency capacity","Can the U.S. Counter China's Shipbuilding Dominance? | Testify with Matthew P. Funaiole","2026-07-31T15:27:52Z"
"st-20260724-china-hits-back-at-japan-over-taiwan-question-an","https://www.youtube.com/watch?v=_kszIUd2lYs","drop","Culture/motorsport piece about drifting going global, no China/Taiwan/South China Sea content","How Japan’s drift culture went global","2026-07-31T15:27:52Z"
"st-20260724-ai-use-in-war-across-the-world","https://www.youtube.com/watch?v=FJ8C-HW55cs","drop","Video is about Russian military hazing/corruption; 'FPV drones' is one clause in a list, not the subject","Inside the Russian Military: Hazing, Corruption and a Mobilized Soldier's Path to the Ukraine Front","2026-07-31T15:27:52Z"
"st-20260724-ai-use-in-war-across-the-world","https://www.youtube.com/watch?v=J4WnIqXAzyM","keep","BBC Security Brief squarely on Ukrainian attack drones striking Russia, a core battlefield drone deployment the story tracks","How Ukrainian attack drones are striking deep inside Russia | The Security Brief","2026-07-31T15:27:52Z"
"st-20260724-ai-use-in-war-across-the-world","https://www.youtube.com/watch?v=-t4_DtHftBw","drop","Myanmar coup/border-town piece about fugitives and rebels, no AI or drone content","Inside the Thai-Myanmar border town of fugitives, rebels and spies | BBC News","2026-07-31T15:27:52Z"
"st-20260722-indian-politics","https://www.youtube.com/watch?v=_6bmQmTTorU","keep","Political-science explainer directly comparing India's and Pakistan's state structures, on-topic for Indian domestic politics","Pakistan Is the Garrison State and India Is the Babu State | Fair Observer","2026-07-31T15:27:52Z"
"st-20260724-china-hits-back-at-japan-over-taiwan-question-an","https://www.youtube.com/watch?v=eV0PvMKgp8c","keep","Direct on-the-water footage of a China Coast Guard water-cannon incident against a Philippine vessel in the South China Sea, exactly the story's dispute.","CNN aboard Philippine ship in the South China Sea | Meanwhile in Asia","2026-08-01T15:00:11Z"
"st-20260115-venezuela-us","https://www.youtube.com/watch?v=D6MMaaSXHSo","keep","Covers the US raid that captured Maduro, the central event of the Venezuela-US standoff story.","How the US Captured Maduro in 148 Minutes | Battle Board","2026-08-01T15:00:11Z"
"st-20260722-indian-politics","https://www.youtube.com/watch?v=Y4X7GQZIWUs","keep","Domestic Indian youth protest movement (exam-leak anger, CJP), squarely Indian politics.","I spent a week with India's 'cockroach' protesters | BBC News","2026-08-01T15:00:11Z"
"st-20260724-ai-use-in-war-across-the-world","https://www.youtube.com/watch?v=jQkwmdX_6x0","drop","About a medic team rescuing a drone-strike victim at a field hospital, not about AI/drone technology or deployment itself","Ukraine's 'Da Vinci Wolves' race to save drone attack victim","2026-08-02T18:00:24Z"
"st-20260722-indian-politics","https://www.youtube.com/watch?v=UtXoxPMmXOs","drop","About an AI data-labeling startup employing housekeepers, not about Indian domestic politics or diplomacy — shares country only","Why This Startup Is Strapping Cameras To Housekeepers’ Heads In India","2026-08-02T18:00:24Z"
