"created_at","full_text","categories","countries","operations"
"2026-03-03 11:10:02","Iran launches new wave of missile and drone attacks against Israel","military_operations","IL;IR","Iran Retaliation"
"2026-03-03 10:50:02","Politico reports that the Trump administration is 'considering providing military protection to oil and gas tankers traversing the Strait of Hormuz', in attempt to 'cool energy prices'.","military_operations","",""
"2026-03-03 10:30:02","Iranian general says 'we will not allow ships to pass' the Strait of Hormuz and threatens that oil prices will soon rise to $200 a barrel","military_operations","IR",""
"2026-03-03 10:30:02","UK military announces its F-35 shot down an Iranian drone over Jordan.","military_operations","IR",""
"2026-03-03 10:20:03","Israel’s military bombed the building housing Iran’s Council of Experts while they were in process of appointing a new Iranian Supreme Leader","military_operations","IL;IR","Op. Epic Fury"
"2026-03-03 10:10:03","Hezbollah rocket attack on Israel","military_operations","IL;LB",""
"2026-03-03 03:20:03","The UK is preparing to send a warship to Cyprus, according to report by the Times.","military_operations","",""
"2026-03-03 02:40:03","Iran launches new wave of missiles towards Israel","military_operations","IL;IR","Iran Retaliation"
"2026-03-03 02:10:02","Saudi Arabia condemns Iranian attack on US embassy in Riyadh and calls it 'cowardly'","military_operations","IR;SA",""
"2026-03-02 23:30:02","Israeli defense minister says permission has been granted for the military to advance and control strategic positions in Lebanon in order to prevent border attacks","military_operations","IL;LB",""
"2026-03-02 23:20:02","Israeli forces enter southern Lebanon for a tactical operation, not as a ground invasion.","military_operations","IL;LB",""
"2026-03-02 21:50:03","Israeli military says it is currently striking both Beirut and Tehran","military_operations","IL;IR;LB",""
"2026-03-02 20:30:01","Iran says it has launched a 'massive' attack on US base in Bahrain","military_operations","IR",""
"2026-03-02 20:00:03","Hezbollah says it launched an attack on base in northern Israel","military_operations","IL;LB",""
"2026-03-02 18:50:02","🇸🇦 Saudi Arabia's defense ministry says it has shot down eight Iranian drones tonight.","military_operations","IR;SA",""
"2026-03-02 17:30:02","Qatar posts summary of its interceptions of Iranian attacks, including downing two Su-24 fighter jets.","military_operations","IR",""
"2026-03-02 17:20:02","New blasts heard from Riyadh's diplomatic quarter","military_operations;diplomacy_negotiations","SA",""
"2026-03-02 16:00:02","AFP reports blasts and smoke from Riyadh's diplomatic quarter","military_operations;diplomacy_negotiations","SA",""
"2026-03-02 15:30:03","Qatar denies Bloomberg report that inventory of interceptor missiles is being depleted, instead it is 'well-stocked'.","military_operations","",""
"2026-03-02 15:30:03","Israeli military is now bombing Hezbollah targets in southern suburbs of Beirut.","military_operations","IL;LB",""
"2026-03-02 15:10:03","UAE has issued alerts to residents amid new Iranian ballistic missile attack, with warnings also reported in Qatar, Bahrain and Kuwait.","military_operations","IR","Iran Retaliation"
"2026-03-02 15:00:02","UAE air defenses are engaging a new Iranian ballistic missile attack, according to the Ministry of Defence.","military_operations","IR","Iran Retaliation"
"2026-03-02 14:40:02","Iran launches new missile attack on Israel","military_operations","IL;IR","Iran Retaliation"
"2026-03-02 14:10:03","BREKAING: Iranian Broadcasting Authority building appears to have been targeted by Israeli military","military_operations","IL;IR",""
"2026-03-02 13:40:03","Israel's military is conducting a new large wave of airstrikes against targets in Tehran.","military_operations","IL;IR",""
"2026-03-02 13:10:02","US military death toll in Iran conflict rises to 6","military_operations;casualties_humanitarian","IR;US",""
"2026-03-02 13:00:03","Israeli military issues evacuation alerts for 12 villages in Lebanon","military_operations","IL;LB",""
"2026-03-02 12:10:02","Iranian Revolutionary Guards say the Strait of Hormuz will be shut and any ship that tries to pass will be set on fire","military_operations","IR",""
"2026-03-02 11:40:02","US military says it destroyed all 11 Iranian ships that were in the Gulf of Oman","military_operations","IR;US",""
"2026-03-02 11:30:02","Blasts heard in Doha, likely due to interceptions of Iranian attack.","military_operations","IR",""
"2026-03-02 11:10:02","Lebanese health ministry says death toll from Israeli strikes has risen to 52","military_operations;casualties_humanitarian","IL;LB",""
"2026-03-02 10:50:02","Kuwait announces its first military death in the conflict","military_operations","",""
"2026-03-02 10:40:03","European gas prices surged by 50% after Qatar shut down liquefied natural gas production after Iranian drone attack, according to Bloomberg report.","military_operations","IR",""
"2026-03-02 10:30:02","UAE and Qatar are lobbying allies to help persuade Trump to 'reach for an off-ramp that would keep US military operations against Iran short', according to Bloomberg report.","military_operations","IR;US",""
"2026-03-02 10:00:04","Trump says that the 'big wave' of attacks against Iran hasn’t started yet","military_operations","IR",""
"2026-03-02 09:50:03","Qatar says its air force shot down two Iranian Su-24 aircraft","military_operations","IR",""
"2026-03-02 09:40:01","Cyprus says indications are the drones that targeted UK bases were launched by Hezbollah, according to Reuters report.","military_operations","LB",""
"2026-03-02 02:50:02","Israeli military says it is now conducting strikes on both Iran and Lebanon","military_operations","IL;IR;LB","Op. Epic Fury"
"2026-03-02 02:20:03","Alerts issued as Iran launches new missile attack on Israel","military_operations","IL;IR","Iran Retaliation"
"2026-03-02 02:20:03","Saudi Arabia intercepts Iranian missiles that were targeting Prince Sultan Air Base, according to AFP report.","military_operations","IR;SA",""
"2026-03-02 01:50:03","Israeli military carries out strike against a senior Hezbollah official","military_operations","IL;LB",""
"2026-03-02 01:30:02","Israeli strike on southern suburb of Beirut","military_operations","IL;LB",""
"2026-03-02 00:50:02","Israeli military says that Hezbollah has 'just made a big mistake'.","military_operations","IL;LB",""
"2026-03-02 00:30:03","Israel's defense minister says Hezbollah chief Naim Qassem is now a 'marked target for elimination'","military_operations","IL;LB",""
"2026-03-02 00:20:02","Israeli military says Hezbollah will pay a 'heavy price'","military_operations","IL;LB",""
"2026-03-01 23:20:02","Israeli official says the operation against Hezbollah will be 'broad and comprehensive and may include an invasion'","military_operations","IL;LB",""
"2026-03-01 22:10:02","Israeli military says it has launched an 'offensive campaign' against Hezbollah","military_operations","IL;LB",""
"2026-03-01 21:50:02","Israeli strikes kill 31 people in Lebanon, including senior members of Hezbollah.","military_operations","IL;LB",""
"2026-03-01 21:00:03","Israel says it will intensify strikes on Lebanon","military_operations","IL;LB",""
"2026-03-01 20:40:03","Head of Hezbollah's parliamentary bloc Mohammad Raad has been assassinated by Israel","military_operations","IL;LB",""
"2026-03-01 18:20:02","Mass evacuations from southern Lebanon towards Beirut after Israeli military issues warnings to residents","military_operations","IL;LB",""
"2026-03-01 17:50:02","Israeli military says it has conducted a strike against senior Hezbollah member","military_operations","IL;LB",""
"2026-03-01 17:10:02","Israeli military is now striking targets in southern Lebanon","military_operations","IL;LB",""
"2026-03-01 17:10:02","Lebanon's PM Nawaf Salam condemns Hezbollah's attack on Israel, calls it 'irresponsible'.","military_operations","IL;LB",""
"2026-03-01 17:00:04","Hezbollah takes responsibility for attack on Israel","military_operations","IL;LB",""
"2026-03-01 17:00:03","Intensifying Israeli strikes in Hezbollah stronghold near Beirut","military_operations","IL;LB",""
"2026-03-01 17:00:03","Israeli military is striking targets in Beirut and eastern Lebanon","military_operations","IL;LB",""
"2026-03-01 16:50:02","Israeli strikes near Beirut","military_operations","IL;LB",""
"2026-03-01 16:30:01","Massive blasts seen and heard in Tehran amid ongoing US and Israeli strikes.","military_operations","IL;IR",""
"2026-03-01 16:10:02","Israel's military says it is conducting another wave of strikes in central Tehran.","military_operations","IL;IR","Op. Epic Fury"
"2026-03-01 15:50:01","Israeli media report that authorities say there will be a 'strong response to Hezbollah'","military_operations","IL;LB",""
"2026-03-01 15:20:02","Israel says Hezbollah has fired rockets, appearing to enter the conflict.","military_operations","IL;LB",""
"2026-03-01 14:30:02","Blasts heard near Baghdad airport","military_operations","IQ",""
"2026-03-01 14:30:01","Reports that incident near British base in Cyprus was due to Iranian drone attack","military_operations","IR",""
"2026-03-01 14:20:03","Reports of blast near British Air Force base in Cyprus, cause unclear.","military_operations","",""
"2026-03-01 13:20:03","Trump says that Iran's 'entire military command is gone and many want to surrender'","military_operations","IR",""
"2026-03-01 13:00:03","Iranian ballistic missiles make impact in Jerusalem","military_operations","IR","Iran Retaliation"
"2026-03-01 12:50:02","Iranian missiles target Jerusalem, Israeli military launches interceptions.","military_operations","IL;IR",""
"2026-03-01 12:30:03","Trump says regarding news that Saudi Arabia could launch attacks on Iran, 'they're fighting, they're fighting too', in interview with Daily Mail.","military_operations","IR;SA",""
"2026-03-01 12:00:01","Denmark's Maersk, one of the world's biggest shipping companies, has suspended transit through the Strait of Hormuz.","military_operations","",""
"2026-03-01 11:20:02","Iran launches new wave of ballistic missiles at Israel","military_operations","IL;IR","Iran Retaliation"
"2026-03-01 11:10:03","US military says regarding strikes on Iranian Revolutionary Guards headquarters, that it 'cut off the head of the snake'.","military_operations","IR;US","Op. Epic Fury"
"2026-03-01 11:10:03","Three commercial vessels were attacked near the Strait of Hormuz according to the UK Maritime Trade Operations","military_operations","",""
"2026-03-01 10:50:03","UK fighter jet has intercepted an Iranian drone that was heading towards Qatari territory","military_operations","IR",""
"2026-03-01 10:30:02","BREKAING: France's aircraft carrier the Charles de Gaulle is deploying to the eastern Mediterranean due to the current Middle East conflict, according to BFM TV report.","military_operations","",""
"2026-03-01 10:20:02","27% of Americans support strikes on Iran, 43% oppose and 30% are unsure, according to Reuters/Ipsos poll.","military_operations","IR",""
"2026-03-01 10:10:03","Airstrikes against Iranian state broadcasting agency","military_operations","IR",""
"2026-03-01 10:00:03","🇸🇦 Saudi Arabia condemns Iranian strikes as 'cowardly' and says it will take 'all necessary measures to defend its security and protect its territory, citizens and residents, including the option of responding to the aggression'","military_operations","IR;SA",""
"2026-03-01 10:00:02","Israeli military says air superiority has been established over Iran's airspace","military_operations","IL;IR",""
"2026-03-01 10:00:02","Israel and the US have bombed over a thousand targets in Iran so far, according to Wall Street Journal","military_operations","IL;IR","Op. Epic Fury"
"2026-03-01 09:50:02","Trump says 9 Iranian naval ships have been sunk","military_operations","IR",""
"2026-03-01 09:50:02","US B-2 bombers dropped 2,000 lb bombs on underground ballistic missile sites in Iran","military_operations","IR",""
"2026-03-01 02:50:03","North Korea says attacks on Iran are a 'violation of national sovereignty'","military_operations","IR;KP",""
"2026-03-01 02:40:02","Strikes target headquarters of the Iranian army in Tehran","military_operations","IR",""
"2026-03-01 02:00:03","UK Defense Secretary says Iranian missiles were fired in the direction of Cyprus","military_operations","IR",""
"2026-03-01 02:00:03","Israel says it has created the military conditions for the overthrow of the Iranian regime","military_operations","IL;IR",""
"2026-03-01 02:00:03","Saudi Arabia condemns 'treacherous' Iranian attack against target in Oman","military_operations","IR;SA",""
"2026-03-01 00:50:02","Massive explosion in Tehran as strikes continue, target is not yet clear.","military_operations","IR",""
"2026-02-28 23:00:02","Iran says its military's chief of staff Abdolrahim Mousavi has been killed","military_operations","IR",""
"2026-02-28 22:00:01","New blasts heard in Dubai","military_operations","",""
"2026-02-28 21:30:03","Trump responds to threats of Iranian retaliation","military_operations","IR",""
"2026-02-28 20:30:02","Loud blasts heard in Dubai and Kuwait","military_operations","",""
"2026-02-28 20:20:01","New Iranian ballistic missile launch towards Israel","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 19:00:03","US strikes on Iran used Anthropic's Claude, just hours after it was banned by Trump, according to WSJ report.","military_operations","IR",""
"2026-02-28 18:30:02","Iranian Revolutionary Guards vow the 'most intense' operation against Israel and US bases is set to begin","military_operations","IL;IR",""
"2026-02-28 18:00:02","Iranian Revolutionary Guards vow retaliation over killing of Iran's Supreme Leader Khamenei","military_operations","IR",""
"2026-02-28 17:50:02","Reuters reports that Iranian attacks on Gulf States is 'hardening' support for the US-Israeli strikes.","military_operations","IL;IR",""
"2026-02-28 16:40:02","New blasts heard in Tehran","military_operations","IR",""
"2026-02-28 16:40:02","Israeli military is conducting new wave of strikes on Iran","military_operations","IL;IR","Op. Epic Fury"
"2026-02-28 16:00:02","Qatar intercepts new wave of Iranian missiles","military_operations","IR",""
"2026-02-28 15:40:03","Insurance companies told ship owners they will raise coverage prices for ships travelling through the Gulf and Strait of Hormuz, according to Financial Times report.","military_operations","",""
"2026-02-28 15:40:02","Iran launches ballistic missiles towards Israel","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 14:40:02","UAE says it destroyed 132 Iranian missiles and repelled 195 Iranian drone attacks","military_operations","IR",""
"2026-02-28 14:00:04","China's ambassador to the UN says Beijing is 'deeply shocked' by attacks on Iran","military_operations","CN;IR",""
"2026-02-28 14:00:04","Reports of Iranian drone attack on iconic Burj al-Arab hotel in Dubai","military_operations","IR",""
"2026-02-28 13:50:03","MIDDLE EAST - Iran's Supreme Leader has been killed - Strikes decapitated much of Iran's political, military and security leadership - Israel and US call on Iranians to change government - Iranian missile and drone strikes continue to target Gulf states and Israel - Severe disruption to air and maritime traffic in the region - No losses of US personnel","military_operations;casualties_humanitarian","IL;IR","Op. Epic Fury;Iran Retaliation"
"2026-02-28 13:50:03","Iran has attacked Prince Sultan Airbase in Saudi Arabia with missiles and drones according to Reuters report","military_operations","IR;SA",""
"2026-02-28 13:30:02","Iranian attack strikes Dubai airport","military_operations","IR",""
"2026-02-28 13:00:04","Over a dozen blasts heard over Doha, according to Al-Jazeera.","military_operations","",""
"2026-02-28 12:50:01","Ballistic missile impact in Tel Aviv","military_operations","IL",""
"2026-02-28 12:40:03","New missile launches from Iran","military_operations","IR","Iran Retaliation"
"2026-02-28 12:40:03","UAE air defenses intercept Iranian missiles","military_operations","IR",""
"2026-02-28 12:30:01","Israeli military says it killed several top Iranian security officials including defense minister, most senior adviser to the president, the intelligence chief and head of military bureau.","military_operations;casualties_humanitarian","IL;IR",""
"2026-02-28 11:40:03","Trump says he can 'go long and take over the whole thing' with regards to current operation in Iran, or 'end it in two or three days', according to Axios report.","military_operations","IR",""
"2026-02-28 11:20:02","MIDDLE EAST - Netanyahu says many signs that Iran's Supreme Leader has been eliminated - Iran says he is safe and in command - US says it has suffered no casualties so far - Ongoing Iranian missile and drone attacks against Israel and targets in Arab states in the Gulf - Widespread condemnation of Iranian attacks on targets in UAE, Qatar, Bahrain and Saudi Arabia - Disruption to maritime traffic in the Strait of Hormuz - Israel has reportedly suspended gas exports to Egypt","military_operations;casualties_humanitarian","IL;IR;SA","Op. Epic Fury;Iran Retaliation"
"2026-02-28 11:10:03","New blasts heard in Bahrain","military_operations","",""
"2026-02-28 11:00:04","Kuwait has summoned Iran's ambassador over missile strikes","military_operations","IR","Iran Retaliation"
"2026-02-28 10:40:02","The US military says damage from Iranian attacks have been minimal and no US personnel have been killed.","military_operations;casualties_humanitarian","IR;US",""
"2026-02-28 10:30:03","New York City Mayor Zohran Mamdani says strikes on Iran are 'a catastrophic escalation in an illegal war of aggression' and that 'Americans do not want this. They do not want another war in pursuit of regime change.'","military_operations","IR",""
"2026-02-28 10:20:02","30 missiles were dropped on the Iranian Supreme Leader's compound and Khamenei is 'almost certainly' dead, according to Israel's Channel 12.","military_operations","IL;IR",""
"2026-02-28 10:20:02","US military says it defended against hundreds of Iranian missile and drone attacks","military_operations","IR;US","Iran Retaliation"
"2026-02-28 10:00:02","Air defences intercept missiles over Kuwait","military_operations","",""
"2026-02-28 10:00:02","Palestinian Authority condemns Iranian attacks on Arab countries","military_operations","IR;PS",""
"2026-02-28 09:50:03","BREKAING: US Transport Department calls on commercial vessels to avoid the Strait of Hormuz","military_operations","",""
"2026-02-28 09:50:03","Turkey's President Erdogan says Iranian drone and missile attacks against Gulf countries are 'unacceptable'","military_operations","IR;TR","Iran Retaliation"
"2026-02-28 09:40:05","Iran says it is closing the Strait of Hormuz","military_operations","IR",""
"2026-02-28 09:40:05","Iran launches new wave of missiles towards Israel","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 09:40:05","Israeli military says it conducted the biggest airstrike in its history with the involvement of around 200 fighter jets striking 500 targets","military_operations","IL",""
"2026-02-28 04:30:02","Russia's foreign minister condemns US-Iran strikes on Iran","military_operations","IR;RU",""
"2026-02-28 04:10:02","Several major oil companies suspend oil shipments through Strait of Hormuz, according to Reuters report.","military_operations","",""
"2026-02-28 04:00:03","UAE has intercepted a new wave of Iranian missiles","military_operations","IR",""
"2026-02-28 03:50:02","New blasts heard in Doha and Abu Dhabi, cause unclear.","military_operations","",""
"2026-02-28 03:50:02","UK government says, regarding Middle East, that it does not 'want to see further escalation into a wider regional conflict'.","military_operations","",""
"2026-02-28 03:50:02","Spain's PM says his country rejects the 'unilateral military action by the US and Israel'","military_operations","IL",""
"2026-02-28 03:30:02","Iraqi Hezbollah says it will attack US bases","military_operations","IQ;LB",""
"2026-02-28 03:10:02","Israeli official says military is trying to create conditions for the downfall of the regime and is 'targeting the entire Iranian leadership - political and military - past, present, and future', according to Axios report.","military_operations","IL;IR",""
"2026-02-28 03:00:03","There is a 'black plume of smoke and extensive damage' at the compound of Iran's Supreme Leader according to satellite imagery and New York Times report.","military_operations","IR",""
"2026-02-28 03:00:03","Reports of strike near the residence of Iran’s former president, Mahmoud Ahmadinejad.","military_operations","IR",""
"2026-02-28 02:50:02","Australia expresses support for US operation against Iran","military_operations","IR",""
"2026-02-28 02:40:03","Several blasts heard near Abu Dhabi airport, cause unclear.","military_operations","",""
"2026-02-28 02:30:03","Saudi foreign ministry condemns Iranian attacks on UAE, Bahrain, Qatar, Kuwait and Jordan.","military_operations","IR;SA",""
"2026-02-28 02:30:02","Israeli military will call up 70,000 reserve soldiers","military_operations","IL",""
"2026-02-28 02:30:02","Iran launches new wave of missile attacks","military_operations","IR","Iran Retaliation"
"2026-02-28 02:30:02","Attack on US base in Iraqi Kurdistan","military_operations","IQ",""
"2026-02-28 02:20:03","Jordan says it shot down two Iranian ballistic missiles","military_operations","IR","Iran Retaliation"
"2026-02-28 02:10:03","UAE says falling Iranian missile debris fell in residential areas in Abu Dhabi and that the attack violated sovereignty and the UAE reserves right to respond.","military_operations","IR","Iran Retaliation"
"2026-02-28 02:10:03","Israeli media reports that security sources assess 'major success' in targeted assassinations against Iranian political and military leadership","military_operations","IL;IR",""
"2026-02-28 02:10:02","Strikes against pro-Iran militias in Iraq","military_operations","IQ;IR",""
"2026-02-28 02:00:04","Blast heard in Dubai, cause unclear.","military_operations","",""
"2026-02-28 02:00:03","BREKAING: IDF has conducted strikes against political leaders including Supreme Leader Khamenei and President Pezeshkian, according to Axios report.","military_operations","IL",""
"2026-02-28 02:00:03","UAE condemns Iranian missile attack, calls it a 'dangerous escalation'","military_operations","IR","Iran Retaliation"
"2026-02-28 01:50:02","Blasts heard in Riyadh, cause unclear.","military_operations","SA",""
"2026-02-28 01:40:03","New blasts in Bahrain","military_operations","",""
"2026-02-28 01:40:02","US-ISRAELI STRIKES ON IRAN - Dozens of targets across several waves, including presidential building and Ministry of Intelligence. - Trump calls for Iranian people to take over government - Iran announces retaliation - Iran targets US bases in region, strikes on US navy base in Bahrain. - Blasts heard in several Gulf countries amid interceptions of Iranian missiles","military_operations","IL;IR;US","Op. Epic Fury"
"2026-02-28 01:30:02","Blasts heard in Abu Dhabi, appear to be due to interception.","military_operations","",""
"2026-02-28 01:30:02","Reports of strikes in Iraq","military_operations","IQ",""
"2026-02-28 01:30:02","Strikes against targets in western Iran","military_operations","IR",""
"2026-02-28 01:20:03","Blasts heard in Abu Dhabi","military_operations","",""
"2026-02-28 01:10:02","Explosions in Bahrain","military_operations","",""
"2026-02-28 01:10:02","Explosion in Bahrain appears to be due to Iranian missile","military_operations","IR","Iran Retaliation"
"2026-02-28 00:50:01","Yemen's Houthis announce they will resume attacks in the Red Sea","military_operations","YE","Houthi / Proxies"
"2026-02-28 00:40:03","US names campaign against Iran, 'Operation Epic Fury'.","military_operations","IR",""
"2026-02-28 00:40:03","Jordan says its air force is undertaking drills to defend its airspace","military_operations","",""
"2026-02-28 00:30:03","New strikes on targets in Tehran","military_operations","IR",""
"2026-02-28 00:20:03","Iranian state television announces retaliation against Israel","military_operations","IL;IR",""
"2026-02-28 00:20:03","Sirens heard in northern Israel amid incoming Iranian missile attack","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 00:20:03","Netanyahu says US and Israel are conducting an operation to remove the existential threat coming from Iran","military_operations","IL;IR",""
"2026-02-28 00:10:03","Alerts in Israel of Iranian missile launches","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 00:10:03","Iran has launched missiles towards Israel","military_operations","IL;IR","Iran Retaliation"
"2026-02-28 00:00:03","US official says military expected to carry out multi-day operation against Iran, according to Reuters report.","military_operations","IR;US",""
"2026-02-28 00:00:03","New York Times reports Israel will focus on Iran's 'missile storage sites, production facilities and launchers' while the US is expected to focus on 'the Iranian nuclear project and additional targets related to the powerful Revolutionary Guards force and the government'.","military_operations;nuclear","IL;IR","Iran Retaliation"
"2026-02-27 23:50:01","Trump says bombs will be dropping 'everywhere'","military_operations","",""
"2026-02-27 23:40:03","Iranian media says that missiles targeted the Supreme Leader's compound","military_operations","IR",""
"2026-02-27 23:40:03","Trump announces strikes against Iran, says goal is to eliminate imminent threats.","military_operations","IR",""
"2026-02-27 23:40:02","Trump says Iran is trying to rebuild its nuclear program and working on developing missiles that could soon reach the US homeland","military_operations;nuclear","IR",""
"2026-02-27 23:40:02","Trump says the US will 'raze' Iran's missile industry and 'annihilate' their navy","military_operations","IR","Iran Retaliation"
"2026-02-27 23:40:02","Trump says Iran's missile industry will be 'totally obliterated'","military_operations","IR","Iran Retaliation"
"2026-02-27 23:30:01","Iranian official says that a 'crushing' retaliation is being prepared, according to Reuters report.","military_operations","IR",""
"2026-02-27 23:30:01","US official says the focus of current American strikes is targeting Iran's military apparatus, according to NYT report.","military_operations","IR;US","Op. Epic Fury"
"2026-02-27 23:30:01","US officials expect this attack to be 'far more extensive than the American strikes last June', according to NY Times report.","military_operations","US",""
"2026-02-27 23:20:03","Iranian missile launch sites have been struck","military_operations","IR","Iran Retaliation"
"2026-02-27 23:10:02","Reports of strikes on targets beyond Iran's capital Tehran","military_operations","IR",""
"2026-02-27 23:10:02","Blasts head in Iranian cities of Qom and Isfahan","military_operations","IR",""
"2026-02-27 23:10:02","US-ISRAELI STRIKES ON IRAN - Dozens of targets have already been struck, second wave underway. - Presidential building and Minister of Intelligence among targets. - Blasts in Qom and Isfahan. - Israel and Iran both shut their airspace. - Israel declares state of emergency. - Reports Iran's Supreme Leader is not in Tehran and has been transferred to a secure location.","military_operations","IL;IR","Op. Epic Fury;Iran Retaliation"
"2026-02-27 23:00:02","US official tells Al-Jazeera expectation is that strikes on Iran will be 'widespread'","military_operations","IR;US","Op. Epic Fury"
"2026-02-27 22:50:03","Reports of strike targeting vicinity of Iran's presidential headquarters","military_operations","IR",""
"2026-02-27 22:50:03","Reports of targeted assassinations in strikes on Iran","military_operations","IR",""
"2026-02-27 22:50:03","US military is participating in strikes on Iran, according to NY Times report.","military_operations","IR;US","Op. Epic Fury"
"2026-02-27 22:40:07","Israel bombs dozens of targets in Iran","military_operations","IL;IR","Op. Epic Fury"
"2026-02-27 22:40:02","Loud explosions in Tehran amid strikes","military_operations","IR",""
"2026-02-27 22:40:02","Israel declares state of emergency throughout the country as strikes begin on Iran","military_operations","IL;IR","Op. Epic Fury"
"2026-02-27 22:40:02","Israeli media reports that a US-Israeli joint attack is underway on Iran","military_operations","IL;IR","Op. Epic Fury"
"2026-02-27 22:40:02","Bitcoin falls sharply as strikes begin on Iran","military_operations","IR",""
"2026-02-27 20:10:02","OpenAI reaches deal with the Pentagon over use of AI models for military purposes","military_operations","",""
"2026-02-27 14:00:02","Trump says he has no concern over oil prices in case of US strikes on Iran, says he is not happy with negotiation progress.","military_operations;diplomacy_negotiations","IR",""
"2026-02-27 10:10:03","Trump says he is not happy with way Iran talks are going, 'sometimes you have to' use military power.","military_operations","IR",""
"2026-02-27 01:10:03","The USS Gerald Ford, the world's largest aircraft carrier, has arrived off the coast of Israel.","military_operations","IL",""
"2026-02-26 19:10:02","Pakistan says its military killed 133 Taliban fighters","military_operations","PK",""
"2026-02-26 17:20:02","Trump has been briefed on 'potential military options' for Iran, according to ABC News report.","military_operations","IR",""
"2026-02-26 13:10:02","Iranian military spokesman says that in case of conflict, US forces in the region would be destroyed.","military_operations","IR;US",""
"2026-02-26 10:30:03","Taliban announces 'offensive operations' on border against Pakistan","military_operations","PK",""
"2026-02-26 05:10:02","🇨🇳 China's military spending 2010: $76 billion 2025: $249 billion","military_operations","CN",""
"2026-02-25 18:30:03","US Vice President JD Vance says evidence has been found that 'Iran is attempting to resume the development of nuclear weapons'","military_operations;nuclear","IR",""
"2026-02-25 18:20:02","White House officials believe the 'politics are a lot better' if Israel strikes Iran first, before the US launches its assault, according to Politico report.","military_operations","IL;IR","Op. Epic Fury"
"2026-02-24 19:40:02","Trump says Iran is building missiles 'that could reach us'","military_operations","IR",""
"2026-02-24 11:00:01","Iran close to a deal to buy anti-ship cruise missiles from China, according to Reuters report.","military_operations;diplomacy_negotiations","CN;IR",""
"2026-02-24 10:40:02","Washington Post reports that current US military presence in the Middle East is 'among the largest in more than two decades'","military_operations","US",""
"2026-02-24 10:20:02","12 US F-22 fighter jets have landed in southern Israel, according Israeli media report.","military_operations","IL",""
"2026-02-23 13:30:02","Trump denies reports he is considering 'limited strike' on Iran, says if no deal with Tehran, it will be 'bad'.","military_operations","IR",""
"2026-02-22 21:50:03","The United States military has 'significantly increased' the number of fighter aircraft at bases in the Middle East, for a 'potential weeks-long military campaign against Iran', according to Financial Times report.","military_operations","IR;US",""
"2026-02-22 14:30:01","Trump is considering a 'targeted strike' against Iran, followed by larger attack if it does not accept US demands, according to NY Times report.","military_operations","IR",""
"2026-02-22 13:10:03","Footage shows large mobilization of Mexico military in Jalisco State","military_operations","",""
"2026-02-22 12:10:03","Reports of CJNG cartel targeting Mexico's military in several states","military_operations","",""
"2026-02-22 11:40:03","CBS reports that the US played a role in the operation that killed Mexican cartel figure El Mencho","military_operations;casualties_humanitarian","",""
"2026-02-22 11:10:02","Cartel violence against private property and attacks on Mexican military in several states","military_operations","",""
"2026-02-22 10:10:03","Leader of Mexico's CJNG cartel has been killed in an operation involving Mexico's army","military_operations;casualties_humanitarian","",""
"2026-02-22 10:10:03","Four people killed in clashes between CJNG cartel and Mexico's military","military_operations","",""
"2026-02-22 10:10:03","🇮🇷 Iranian officials are now 'operating on the basis that US military strikes are inevitable and imminent', according to New York Times report.","military_operations","IR;US",""
"2026-02-21 18:50:03","US officials say hundreds of military personnel at base in Qatar set to be relocated amid possible strike on Iran, according to ABC News report.","military_operations","IR;US","Op. Epic Fury"
"2026-02-21 12:50:03","Afghanistan media reports that Pakistani fighter jets carried out strikes in Afghan territory","military_operations","PK",""
"2026-02-20 23:30:03","Trump's aides are urging him to 'focus more on voters economic worries' and highlighting the 'political risks of military escalation' against Iran ahead of midterm elections, according to Reuters report.","military_operations","IR",""
"2026-02-20 18:00:02","US official says Trump could decide on a strike on Iran 'at any moment', according to Axios report.","military_operations","IR;US","Op. Epic Fury"
"2026-02-20 14:00:02","🇺🇸 US military build-up is 'enough to sustain a weeks-long air campaign' against Iran and has 'echoes' of the 'military movements in the lead-up to the 2003 invasion of Iraq', according to FT report.","military_operations","IQ;IR;US",""
"2026-02-20 10:30:03","US military planning reaches 'advanced stage' with regards to Iran, including options for 'targeting individuals' and 'even pursuing regime change in Tehran', according to Reuters report.","military_operations","IR;US",""
"2026-02-20 01:10:03","The US has now amassed the biggest force in the Middle East since the 2003 invasion of Iraq, according to Bloomberg report.","military_operations","IQ",""
"2026-02-19 13:40:04","Trump is considering initial limited military strike on Iran to push it to meet his demands for a nuclear deal, if this fails, will authorize broader campaign, according to Wall Street Journal report.","military_operations;nuclear","IR",""
"2026-02-19 10:20:03","The United Kingdom government is blocking Trump from using its bases for strikes on Iran, according to a report from The Times.","military_operations","IR",""
"2026-02-19 00:50:03","Germany is considering buying additional US-made F-35 jets, according to Reuters report.","military_operations","",""
"2026-02-18 10:20:03","The US Air Force is deploying additional twelve F-15 fighter jets to the Middle East","military_operations","US",""
"2026-02-17 11:40:02","US Air Force is deploying additional fighter jets and refuelling tankers to the Middle East","military_operations","US",""
